track_id,released_year,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,key,mode,artist_id1,artist_id2,artist_id3,released_month,released_day,song_name,artist_name1,artist_name2,artist_name3
003vvx7Niy0yvhvHt4a68B,2003,51979,15,1806617704,306,99,"5,063",2,120,148.0,35.0,24.0,93.0,0.0,0.0,10.0,8.0,C#,Major,0C0XlULifJtAgn6ZNCW2eu,,,9,23,Mr. Brightside,The Killers,,
00Blm7zeNqgYLPtW6zg8cj,2021,4771,0,539595276,68,18,75,0,1,97.0,68.0,72.0,78.0,4.0,0.0,7.0,5.0,C#,Major,246dkjvS1zLTtiykXe5h60,1Xyo4u8uXC1ZmMpatF05PJ,,11,5,One Right Now (with The Weeknd),Post Malone,The Weeknd,
02VBYrHfVwfEWXk5DXyf0T,2021,14417,0,1115880852,237,123,569,0,10,148.0,59.0,72.0,62.0,18.0,0.0,9.0,3.0,F,Major,0du5cEVh5yTK9QJze8zA0C,3jK9MiCrA42lLAdMGUZpwa,6PvvGcCY2XtUcSRld1Wilr,3,5,Leave The Door Open,Bruno Mars,Anderson .Paak,Silk Sonic
03fs6oV5JAlbytRYf3371S,2023,579,0,95623148,11,54,0,0,103,104.0,56.0,72.0,85.0,0.0,0.0,15.0,3.0,G#,Major,4oUHIQIBe0LHzYfvXNW4QM,,,1,31,Everything I Love,Morgan Wallen,,
04ndZkbKGthTgYSv3xS7en,2023,1240,24,217672943,51,29,63,4,54,120.0,91.0,63.0,58.0,52.0,0.0,31.0,22.0,A,Major,7vXDAI8JwjW531ouMGbfcp,,,2,14,Cupido,TINI,,
04sN26COy28wTXYj3dMoiZ,2017,4204,0,777765388,39,45,250,0,0,120.0,60.0,11.0,33.0,90.0,0.0,8.0,5.0,G,Major,6qqNVTkY8uBg9cP3Jd7DAH,,,3,30,Bored,Billie Eilish,,
05bfbizlM5AX6Mf1RRyMho,2021,6556,0,528544703,93,5,67,1,0,172.0,74.0,79.0,66.0,11.0,0.0,8.0,16.0,F#,Minor,5hdhHgpxyniooUiQVaPxQ0,1vyhD5VmyZ7KMfW5gqLgo5,4q3ewBCX7sLwd24euuV69X,6,24,AM Remix,Nio Garcia,J Balvin,Bad Bunny
06JvOZ39sK8D8SqiqfaxDU,2022,2129,0,194902696,23,1,44,1,0,84.0,71.0,39.0,86.0,2.0,0.0,51.0,25.0,F,Minor,5K4W6rqBFWDnAN6FQUkS6x,15UsOTVnJzReFVN1VCnxy4,,5,27,True Love,Kanye West,XXXTENTACION,
07MDkzWARZaLEdKxo6yArG,2020,6734,0,530511203,47,14,90,0,1,95.0,77.0,40.0,47.0,2.0,0.0,9.0,3.0,D,Major,64H8UqGLbJFHwKtGxiV8OP,3rWZHrfrsPBxVy692yAIxF,1xoxekeb8jUVHKJB7m6bfg,3,13,Meet Me At Our Spot,THE ANXIETY,WILLOW,Tyler Cole
09gysnJpfQ3ublBmJDfcEC,2021,3643,0,354065229,69,3,70,0,3,110.0,86.0,31.0,53.0,43.0,0.0,11.0,6.0,C#,Minor,21UPYSRWFKwtqvSAnFnSvS,1U1el3k54VvEUzo3ybLPlM,2hVWBpjLW4Q7fboYz2pVYK,9,16,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,Kali Uchis,Moliy
09mEdoA6zrmBPgTEN5qXmN,2018,11087,6,1449799467,151,107,801,1,105,134.0,45.0,17.0,60.0,21.0,0.0,33.0,4.0,C#,Major,1Xyo4u8uXC1ZmMpatF05PJ,,,3,29,Call Out My Name,The Weeknd,,
0A1JLUlkZkp2EFrosoNQi0,2022,1597,0,187339835,6,3,15,0,0,110.0,48.0,15.0,31.0,80.0,22.0,12.0,4.0,,Major,06HL4z0CvFAxyc27GXpf02,,,10,21,Labyrinth,Taylor Swift,,
0AAMnNeIc6CdnfNU85GwCH,2023,332,5,70106975,18,41,5,0,19,120.0,78.0,5.0,30.0,21.0,0.0,13.0,5.0,A,Major,0iEtIxbK0KxaSlF7G42ZOp,6AMd49uBDJfhf30Ak2QR5s,,6,2,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),Metro Boomin,Coi Leray,
0B6g379TMw0nYGXA7y5xHz,2023,259,0,37126685,5,17,5,0,0,135.0,77.0,28.0,55.0,18.0,0.0,22.0,15.0,A,Minor,0iEtIxbK0KxaSlF7G42ZOp,1RyvyyTE3xzB2ZywiAwp0i,4O15NlyKLIASxsJ0PrXPfz,6,2,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)",Metro Boomin,Future,Lil Uzi Vert
0BiqmkasE5FdrChwKfVp8X,2022,1180,0,121871870,4,0,8,0,0,166.0,42.0,7.0,24.0,83.0,1.0,12.0,6.0,F#,Major,06HL4z0CvFAxyc27GXpf02,,,10,21,Bigger Than The Whole Sky,Taylor Swift,,
0Bv7O6fmZk3GrNQFYJaXPn,2022,1034,1,245400167,19,5,12,0,0,174.0,67.0,74.0,75.0,44.0,0.0,7.0,30.0,F,Minor,0IEzMvarfVycBJAXjjEZOL,52iwsT98xCoGgiGntTiR7K,5kgDdP7a4TsvkF08gpJGX0,1,14,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",La Pantera,Quevedo,Juseph
0CYTGMBYkwUxrj1MWDLrC5,2022,2321,36,345031710,29,65,34,5,3,96.0,74.0,61.0,83.0,11.0,0.0,35.0,6.0,G#,Minor,2LRoIwlKmHjgvigdNGBHNo,,,12,2,CHORRITO PA LAS ANIMAS,Feid,,
0DWdj2oZMBFSzRsi2Cvfzf,2023,4284,49,618990393,115,123,184,18,354,180.0,72.0,61.0,63.0,67.0,0.0,9.0,28.0,E,Minor,790FomKkXshlbRYZFtlgla,0EmeFodog0BfCgMzAIvKQp,,2,23,TQG,KAROL G,Shakira,
0E0DRHf5PfMeor0ZCwB3oT,2022,1681,7,319546754,10,30,13,0,33,108.0,78.0,55.0,60.0,59.0,0.0,7.0,4.0,D,Major,4q3ewBCX7sLwd24euuV69X,2sSGPbdZJkaSE2AbcGOACx,,5,6,Otro Atardecer,Bad Bunny,The Marías,
0EhuGnOS6fTc5l5UNtDEH2,2023,773,33,57312735,20,46,21,8,99,170.0,62.0,55.0,80.0,15.0,0.0,37.0,7.0,G#,Minor,2O8vbr4RYPpk6MRA4fio7u,52iwsT98xCoGgiGntTiR7K,2LRoIwlKmHjgvigdNGBHNo,6,8,POLARIS - Remix,Saiko,Quevedo,Feid
0FA4wrjDJvJTTU8AepZTup,2023,1638,10,207033255,0,0,21,0,0,130.0,69.0,36.0,90.0,1.0,10.0,15.0,4.0,B,Minor,4O15NlyKLIASxsJ0PrXPfz,0M2CO5ijP35MDhNwvpgxTV,2xzyIzdjfeXX6FIQtlAAyw,2,5,Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,sped up nightcore,ARIZONATEARS
0G2zPzWqVjR68iNPmx2TBe,2021,3272,19,610045621,101,34,70,1,2,154.0,66.0,63.0,69.0,21.0,0.0,11.0,7.0,F#,Major,0Q8NcsJwoCbZOHHW63su5S,4q3ewBCX7sLwd24euuV69X,77ziqFxp5gaInVrF2lj4ht,7,8,Volando - Remix,Mora,Bad Bunny,Sech
0IKeDy5bT9G0bA7ZixRT4A,2022,849,22,367316268,27,129,21,7,111,157.0,54.0,75.0,60.0,30.0,0.0,7.0,5.0,G,Major,0ys2OFYzWYB5hRDLCsBqxt,6XkjpgcEsYab502Vr1bBeW,,12,16,Bebe Dame,Fuerza Regida,Grupo Frontera,
0Iozrbed8spxoBnmtBMshO,2023,888,22,175399345,11,24,7,1,7,176.0,72.0,96.0,63.0,25.0,0.0,21.0,7.0,E,Minor,52iwsT98xCoGgiGntTiR7K,,,1,20,WANDA,Quevedo,,
0JXXNGljqupsJaZsgSbMZV,2010,13801,19,950906471,137,125,435,6,285,81.0,68.0,51.0,60.0,3.0,0.0,19.0,10.0,B,Minor,360IAlyVv4PCEVjgyMZrxK,,,5,25,Sure Thing,Miguel,,
0JmnkIqdlnUzPaf8sqBRs3,2023,2649,42,256483385,67,79,57,1,615,137.0,64.0,88.0,72.0,51.0,0.0,17.0,5.0,G,Minor,1U1el3k54VvEUzo3ybLPlM,,,2,24,Moonlight,Kali Uchis,,
0KCSJzsQVxkloxoT7dyrqV,2022,254,0,71014967,0,4,23,0,0,145.0,41.0,65.0,88.0,0.0,0.0,26.0,5.0,G#,Major,2BM933ADIluGGrPBOhPgIt,,,1,10,The Rumbling (TV Size),SiM,,
0L8LOav65XwLjCLS11gNPD,2022,452,10,235549288,2,129,13,0,1,132.0,92.0,53.0,62.0,7.0,0.0,63.0,10.0,G,Major,41MozSoPIsD1dJM0CLPjZF,,,9,16,Typa Girl,BLACKPINK,,
0LnS7aOdOdI1dNKZqdOLz4,2022,1992,0,150500965,35,0,3,0,0,158.0,83.0,41.0,65.0,0.0,10.0,11.0,8.0,B,Major,2LIk90788K0zvyj2JJVwkJ,,,5,6,Dua Lipa,Jack Harlow,,
0MMyJUC3WNnFS1lit5pTjk,2021,3257,0,665765558,10,0,70,0,0,164.0,70.0,71.0,58.0,24.0,0.0,7.0,13.0,A#,Minor,1McMsnEElThX1knmY4oliG,,,5,21,"jealousy, jealousy",Olivia Rodrigo,,
0NO2zL0kw8sGGnaMvHKAZF,2022,1845,16,223582566,20,8,30,2,0,95.0,77.0,72.0,87.0,17.0,0.0,7.0,5.0,C#,Major,1Yj5Xey7kTwvZla8sqdsdE,1bAftSH8umNcGZ0uyV7LMg,2UZIAOlrnyZmyzt1nuXr9y,12,15,Marisola - Remix,Cris Mj,Duki,Nicki Nicole
0NwGC0v03ysCYINtg6ns58,2023,86,11,30343206,3,33,3,0,1,146.0,50.0,67.0,89.0,0.0,0.0,19.0,8.0,B,Minor,06HL4z0CvFAxyc27GXpf02,,,7,7,Better Than Revenge (Taylor's Version),Taylor Swift,,
0O6u0VJ46W86TxN9wgyqDj,2022,5281,14,609293408,94,21,80,15,38,101.0,74.0,43.0,69.0,12.0,0.0,12.0,7.0,F,Major,246dkjvS1zLTtiykXe5h60,5cj0lLjcoR7YOSnhnX0Po5,,6,3,I Like You (A Happier Song) (with Doja Cat),Post Malone,Doja Cat,
0PAcdVzhPO4gq1Iym9ESnK,2023,604,6,125917280,22,101,0,0,66,140.0,66.0,43.0,76.0,49.0,0.0,12.0,3.0,D#,Minor,4oUHIQIBe0LHzYfvXNW4QM,,,3,3,Thinkin’ Bout Me,Morgan Wallen,,
0PB0O24JqAuNdOAFVJljMS,2023,1962,38,250305248,28,89,29,5,82,150.0,68.0,14.0,76.0,4.0,0.0,10.0,4.0,D,Major,5XJDexmWFLWOkjOEjOVX3e,4q3ewBCX7sLwd24euuV69X,,3,17,Coco Chanel,Eladio Carrion,Bad Bunny,
0Q5VnK2DYzRyfqQRJuUtvi,2022,753,8,305771063,28,124,13,0,1,118.0,70.0,54.0,71.0,0.0,0.0,33.0,4.0,C#,Minor,6RHTUrRF63xao58xh9FXYJ,,,4,5,LOVE DIVE,IVE,,
0QBzMgT7NIeoCYy3sJCof1,2022,6111,4,756907987,185,40,492,9,35,95.0,76.0,96.0,70.0,18.0,0.0,33.0,4.0,G#,Major,4nDoRrQiYLoBzwC5BhVJzF,6eUKZXaKkcviH0Ku9w2n3V,,3,4,Bam Bam (feat. Ed Sheeran),Camila Cabello,Ed Sheeran,
0QHEIqNKsMoOY5urbzN48u,2022,3956,6,502574952,142,23,127,3,16,145.0,84.0,88.0,53.0,35.0,0.0,8.0,7.0,A#,Major,6JL8zeS1NmiOftqZTRgdTz,,,10,21,Made You Look,Meghan Trainor,,
0QZ5yyl6B6utIWkxeBDxQN,2015,18515,35,1410088830,70,82,939,1,162,174.0,45.0,10.0,37.0,97.0,25.0,64.0,4.0,D,Major,6ltzsmQQbmdoHHbLZ4ZN25,,,2,2,The Night We Met,Lord Huron,,
0RDqNCRBGrSegk16Avfzuq,2022,615,0,189476119,14,77,15,1,2,120.0,77.0,78.0,91.0,14.0,0.0,33.0,12.0,D#,Minor,7n2Ycct7Beij7Dj7meI4X0,,,8,26,Talk that Talk,TWICE,,
0RiRZpuVRbi7oqRdSMwhQY,2018,24094,78,2808096550,372,117,843,4,69,90.0,76.0,91.0,50.0,54.0,0.0,7.0,5.0,D,Major,246dkjvS1zLTtiykXe5h60,1zNqQNIdeOUZHb8zbZRFMX,,10,9,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Swae Lee,
0SCMVUZ21uYYB8cc0ScfbV,2022,1254,6,263453310,26,69,73,2,6,158.0,65.0,72.0,95.0,31.0,0.0,92.0,5.0,C#,Major,41QLxRXlc2NwfJZkHGHKid,2CKOmarVWvWqkNWUatHCex,,11,3,Bombonzinho - Ao Vivo,Israel & Rodolffo,Ana Castela,
0So2sgVa8aJiARPl2P29u2,2016,1966,0,156658366,4,2,50,0,0,90.0,73.0,31.0,45.0,85.0,24.0,11.0,3.0,E,Minor,6vVztIuqdDHvYWxOEXCzjN,,,4,20,Pope Is a Rockstar,SALES,,
0U9CZWq6umZsN432nh3WWT,2023,293,8,11956641,5,2,30,2,66,133.0,93.0,68.0,65.0,42.0,0.0,12.0,25.0,B,Minor,1etNnR2SdlelBQAICa2Q5m,6Ovxg5WDcnSQc8iQXv0IvI,,6,1,"Gol Bolinha, Gol Quadrado 2",Mc Pedrinho,DJ 900,
0UXlu64mDLvfzR8IXMz06J,2022,866,16,319757142,27,84,32,7,11,140.0,59.0,73.0,45.0,44.0,0.0,34.0,3.0,G,Major,0XwVARXT135rw8lyw1EeWP,,,2,18,Ya No Somos Ni Seremos,Christian Nodal,,
0UbesRsX2TtiCeamOIVEkp,2022,536,10,288101651,10,72,8,3,14,149.0,66.0,85.0,60.0,40.0,0.0,14.0,13.0,G#,Major,0ys2OFYzWYB5hRDLCsBqxt,0elWFr7TW8piilVRYJUe4P,,12,1,Ch y la Pizza,Fuerza Regida,Natanael Cano,
0UvZcEfpzVyx47QsRbjyBz,2022,1209,0,212351890,9,7,14,0,1,118.0,63.0,60.0,70.0,5.0,0.0,9.0,31.0,G#,Major,4q3ewBCX7sLwd24euuV69X,,,5,6,El Apagón,Bad Bunny,,
0V3wPSX9ygBnCm8psDIegu,2022,9082,56,999748277,242,142,165,9,310,97.0,64.0,51.0,63.0,12.0,0.0,19.0,5.0,E,Major,06HL4z0CvFAxyc27GXpf02,,,10,21,Anti-Hero,Taylor Swift,,
0VO8gYVDSwM1Qdd2GsMoYK,2021,7495,17,611994237,114,172,284,2,,120.0,56.0,16.0,67.0,0.0,0.0,11.0,4.0,,Minor,1h6Cn3P4NGzXbaXidqURXs,1Xyo4u8uXC1ZmMpatF05PJ,,10,22,Moth To A Flame (with The Weeknd),Swedish House Mafia,The Weeknd,
0VjIjW4GlUZAMYd2vXMi3b,2019,43899,69,3703895074,672,199,"3,421",20,,171.0,50.0,38.0,80.0,0.0,0.0,9.0,7.0,C#,Major,1Xyo4u8uXC1ZmMpatF05PJ,,,11,29,Blinding Lights,The Weeknd,,
0W6I02J9xcqK8MtSeosEXb,2021,4999,0,516784627,43,19,73,12,0,92.0,91.0,79.0,66.0,32.0,0.0,9.0,16.0,G#,Minor,5cj0lLjcoR7YOSnhnX0Po5,,,6,25,Get Into It (Yuh),Doja Cat,,
0WSEq9Ko4kFPt8yo3ICd6T,2021,4651,0,376333030,24,6,105,0,0,118.0,80.0,21.0,55.0,1.0,0.0,26.0,17.0,C#,Major,5K4W6rqBFWDnAN6FQUkS6x,,,8,29,Praise God,Kanye West,,
0XER3HPMx223xWaAgNKp4Y,2022,953,0,91473363,61,13,37,1,0,144.0,60.0,24.0,39.0,57.0,0.0,8.0,3.0,A,Major,0C8ZW7ezQVs4URX5aX7Kqx,,,11,3,My Mind & Me,Selena Gomez,,
0YFqKxV9uNu6LUeYkLOKRS,2022,398,0,78139948,2,2,6,0,2,80.0,33.0,51.0,59.0,76.0,0.0,44.0,6.0,F,Minor,0iEtIxbK0KxaSlF7G42ZOp,5y2Xq6xcjJb2jVM54GHK3t,,12,2,On Time (with John Legend),Metro Boomin,John Legend,
0YWUHZPJVg4iujddsJDwhM,2000,6952,0,261116938,115,53,286,0,0,147.0,67.0,69.0,72.0,17.0,0.0,19.0,3.0,,Major,26dSoYclwsYLMAKD3tpOr4,,,11,7,My Only Wish (This Year),Britney Spears,,
0ZxhtATQ0a6EvQNZ0z6NKV,2023,1444,4,104992946,0,0,0,0,0,148.0,90.0,74.0,68.0,14.0,0.0,10.0,19.0,A,Major,3LZZPxNDGDFVSIPqf4JuEf,0hCNtLu0JehylgoiP8L4Gh,,4,14,Princess Diana (with Nicki Minaj),Ice Spice,Nicki Minaj,
0a4MMyCrzT0En247IhqZbD,2022,892,17,363472647,20,119,12,2,7,100.0,59.0,78.0,94.0,27.0,0.0,29.0,23.0,E,Minor,6HvZYsbFfjnjFrWF950C9d,,,8,1,Hype Boy,NewJeans,,
0bBwi6ddYeTv5fXgHAdfiH,2022,852,0,174006928,14,1,50,0,0,87.0,87.0,52.0,52.0,31.0,0.0,28.0,24.0,G,Major,33yjk1kQbu7otNngO5pQb8,3hXocXy7cs7SZ1JLZUgKBp,65tpb4BwAnD3HOUs8MC6TB,9,9,Evoque Prata,MC MENOR HR,MC MENOR SG,DJ ESCOBAR
0bS9uqPIld08AD9jMhRbkS,2022,1473,12,185392587,25,36,25,1,0,180.0,65.0,52.0,80.0,5.0,0.0,6.0,25.0,C#,Minor,2LRoIwlKmHjgvigdNGBHNo,,,9,13,Prohibidox,Feid,,
0ct6r3EGTcMLPtrXHDvVjc,2014,17354,8,1456081449,92,122,"1,282",0,55,126.0,53.0,66.0,85.0,2.0,0.0,24.0,4.0,F#,Major,1vCWHaC5f2uS3yhpwWbIA6,,,1,1,The Nights,Avicii,,
0dcnrLo8s1rhjm8euGjI4n,2022,328,0,182978249,10,21,7,0,9,85.0,72.0,55.0,64.0,49.0,0.0,7.0,4.0,,Major,3KonOYiLsU53m4yT7gNotP,,,2,15,DARARI,TREASURE,,
0e8nrvls4Qqv5Rfa2UhqmO,2021,7963,0,920797189,173,7,298,0,4,88.0,74.0,55.0,85.0,1.0,0.0,5.0,22.0,C#,Minor,7jVv8c5Fj3E9VhNjxT4snq,,,9,17,THATS WHAT I WANT,Lil Nas X,,
0eFMbKCRw8KByXyWBw8WO7,2020,31,39,38411956,2,107,8,0,0,88.0,53.0,34.0,47.0,9.0,0.0,83.0,4.0,C#,Minor,6HaGTQPmzraVmaVxvz6EUc,,,6,5,Still With You,Jung Kook,,
0eu4C55hL6x29mmeAjytzC,2020,2868,0,501541661,43,15,116,0,,80.0,70.0,57.0,49.0,19.0,0.0,12.0,8.0,,Major,6TLwD7HPWuiOzvXEa3oCNe,,,7,17,Life Goes On,Oliver Tree,,
0fX4oNGBWO3dSGUZcVdVV2,2022,5542,0,301242089,52,16,65,0,206,140.0,81.0,39.0,66.0,38.0,0.0,12.0,14.0,D#,Minor,2YZyLoL8N0Wb9xBt1NhZWg,,,5,13,N95,Kendrick Lamar,,
0fea68AdmYNygeTGI4RC18,2019,6398,31,1435127549,177,109,305,3,5,176.0,75.0,43.0,65.0,15.0,0.0,11.0,32.0,G,Major,1vyhD5VmyZ7KMfW5gqLgo5,4q3ewBCX7sLwd24euuV69X,,6,28,LA CANCIÓN,J Balvin,Bad Bunny,
0g2Bbgy7P41pFjMWJuzsf4,2022,2107,0,170732845,51,1,50,0,0,130.0,72.0,18.0,46.0,7.0,0.0,28.0,8.0,E,Minor,0QHgL1lAIqAw0HtD7YldmP,3TVXtAsR1Inumwj472S9r4,5f7VJjfbwm532GiveGC0ZK,8,5,STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled,Drake,Lil Baby
0gplL1WMoJ6iYaPgMCL0gX,2021,10195,20,1406111294,258,87,657,22,9,142.0,60.0,13.0,37.0,58.0,0.0,13.0,3.0,F,Major,4dpARuHxo51G3z768sgnrY,,,10,14,Easy On Me,Adele,,
0h7QMc9ZRzA9QJrbEHytn2,2022,481,9,203436468,10,100,15,1,27,125.0,54.0,22.0,76.0,0.0,0.0,14.0,3.0,F,Major,5vV3bFXnN6D6N3Nj4xRvaV,,,10,28,The Astronaut,JIN,,
0heeNYlwOGuUSe7TgUD27B,2022,1608,0,223064273,10,3,12,0,0,109.0,75.0,11.0,50.0,20.0,0.0,30.0,17.0,G,Major,06HL4z0CvFAxyc27GXpf02,,,10,21,Question...?,Taylor Swift,,
0hquQWY3xvYqN4qtiquniF,2022,4576,0,448500832,79,13,93,0,17,160.0,80.0,74.0,60.0,8.0,0.0,14.0,26.0,G#,Minor,5cj0lLjcoR7YOSnhnX0Po5,,,5,6,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,,
0i4UV3HjjvsUuV3BajEXoD,2022,685,2,129314708,17,0,24,0,30,130.0,71.0,78.0,40.0,46.0,0.0,7.0,45.0,D#,Minor,7ujbuq6hAjLSf7cGr6au0b,6junQmlAntqTBJPTYCq25a,04NtfTeul9H9B41tPvF3MG,6,10,Baile no Morro,MC Tairon,Mc Vitin Da Igrejinha,Dj Win
0j3mqDTK4Z6lvrLzFCUUz6,2017,2264,0,184706613,11,6,25,0,1,150.0,37.0,27.0,56.0,8.0,0.0,13.0,3.0,E,Major,5GGJosGMs08YEmKTZJe1fL,,,10,20,Good Looking,Suki Waterhouse,,
0k1WUmIRnG3xU6fvvDVfRG,2021,5481,0,489945871,144,30,86,0,0,136.0,80.0,33.0,60.0,0.0,0.0,32.0,14.0,B,Minor,3TVXtAsR1Inumwj472S9r4,1RyvyyTE3xzB2ZywiAwp0i,50co4Is1HCEo8bhOyUWKpn,9,3,Way 2 Sexy (with Future & Young Thug),Drake,Future,Young Thug
0k4d5YPDr1r7FX77VdqWez,2021,5073,0,672656250,83,9,100,0,4,129.0,83.0,44.0,62.0,2.0,0.0,8.0,6.0,G#,Major,5cj0lLjcoR7YOSnhnX0Po5,1Xyo4u8uXC1ZmMpatF05PJ,,6,24,You Right,Doja Cat,The Weeknd,
0kTMK4gNFfLXaTb62w1UaJ,2022,836,0,159240673,14,1,13,0,0,102.0,84.0,43.0,75.0,5.0,0.0,6.0,8.0,A,Major,41vcoPejPG3vv8emJ2R5Ox,768O5GliF0bqscyghggrbE,6rHwFb0YjWexAYxTjm4eIj,8,18,BABY OTAKU,Pablito Pesadilla,Polimá Westcoast,Nickoog Clk
0kzN7YAMSbmlHOvxlbQW9y,2023,356,10,147290338,4,64,4,2,37,182.0,57.0,80.0,59.0,8.0,0.0,6.0,5.0,A,Major,1gW6pz5n1aK249L0GvfQCC,6XkjpgcEsYab502Vr1bBeW,,2,3,Di Que Si,Grupo Marca Registrada,Grupo Frontera,
0lc2neV7ZzjZExwCIVG2B3,2023,291,8,127026613,8,78,4,1,1,133.0,78.0,90.0,84.0,31.0,0.0,7.0,4.0,A,Minor,12GqGscKJx3aE4t07u7eVZ,1TA5sGRlKUJXBN4ZyJuDIX,,4,4,LAS MORRAS,Peso Pluma,Blessd,
0lizgQ7Qw35od7CYaoMBZb,2013,9408,0,834129063,231,106,439,0,,133.0,46.0,53.0,63.0,5.0,0.0,30.0,18.0,G,Major,66CXWjxzNUsdJxJ2JdwvnR,,,12,13,Santa Tell Me,Ariana Grande,,
0ll8uFnc0nANY35E0Lfxvg,2004,20015,16,1089402494,107,69,"5,239",0,558,172.0,45.0,33.0,59.0,6.0,0.0,8.0,3.0,A,Major,53A0W3U0s8diEn9RhXQhVz,,,1,1,Somewhere Only We Know,Keane,,
0mL82sxCRjrs3br407IdJh,2022,2881,6,391251368,13,89,34,0,3,135.0,70.0,60.0,58.0,4.0,0.0,16.0,3.0,A,Minor,1Xyo4u8uXC1ZmMpatF05PJ,,,1,7,Is There Someone Else?,The Weeknd,,
0nJW01T7XtvILxQgC5J7Wh,2012,2420,11,1661187319,0,0,806,0,0,145.0,60.0,43.0,27.0,94.0,0.0,14.0,4.0,,Major,0du5cEVh5yTK9QJze8zA0C,,,12,5,When I Was Your Man,Bruno Mars,,
0oA9wBGDY4uyILLg4GymWP,2019,2605,0,236872197,15,48,50,0,3,98.0,68.0,33.0,43.0,38.0,0.0,36.0,14.0,F#,Minor,23xqmJEN3oVxwzqtNIyR5m,5wD0owYApRtYmjPWavWKvb,,6,28,Tom's Diner,AnnenMayKantereit,Giant Rooks,
0oWraSo5ASJ0h1BEagTyEw,2022,2528,0,238350348,63,8,270,2,105,148.0,51.0,21.0,63.0,5.0,0.0,41.0,3.0,G,Major,1HY2Jd0NmPuamShAr6KMms,,,5,3,Hold My Hand,Lady Gaga,,
0otRX6Z89qKkHkQ9OqJpKt,2019,794,10,265882712,38,25,61,0,263,150.0,34.0,24.0,56.0,4.0,0.0,11.0,3.0,A,Major,4IWBUUAFIplrNtaOHcJPRM,,,10,18,Car's Outside,James Arthur,,
0pqnGHJpmpxLKifKRmU6WP,2017,18986,23,2594040133,250,121,"2,969",10,31,125.0,77.0,74.0,78.0,4.0,0.0,23.0,11.0,A#,Minor,53XhwfbYqKCa1cC15pYq2q,,,1,31,Believer,Imagine Dragons,,
0qCPD6ilr9nXkI4KVZgcns,2023,262,5,89933133,8,60,4,1,109,129.0,70.0,42.0,43.0,78.0,0.0,11.0,3.0,G#,Major,1gJdf4Yybu4X5A2xYV3NMV,7Gi6gjaWy3DxyilpF1a8Is,,5,13,Abcdario,Eden Muñoz,Junior H,
0rKtyWc8bvkriBthvHKY8d,2018,10211,0,1122364376,38,79,65,0,1,89.0,52.0,28.0,48.0,54.0,1.0,19.0,3.0,D#,Major,3MZsBdqDrRTJihTHQrO6Dq,,,9,12,SLOW DANCING IN THE DARK,Joji,,
0rhI6gvOeCKA502RdJAbfs,2023,359,0,107642809,12,56,13,0,13,125.0,71.0,83.0,89.0,1.0,0.0,17.0,9.0,A#,Minor,0ghlgldX5Dd6720Q3qFyQB,,,1,27,Sugar Rush Ride,TOMORROW X TOGETHER,,
0rzaRSujxA0bKyjJl6vHYq,2022,3291,5,311482393,43,28,79,0,208,139.0,58.0,30.0,46.0,14.0,0.0,9.0,3.0,,Major,6KImCVD70vtIoJWnq6nGn3,,,5,20,Satellite,Harry Styles,,
0sTlGEld0h8kIPZaKDYUf4,2016,2393,0,421135627,22,13,65,0,6,160.0,31.0,30.0,88.0,7.0,0.0,8.0,8.0,A,Major,1QfpRUtH14JLoY6F6AYmwt,,,8,5,Notion,The Rare Occasions,,
0tgVpDi06FyKpA1z0VMD4v,2017,16596,13,2559529074,7,0,"2,094",0,0,95.0,60.0,17.0,45.0,16.0,0.0,11.0,2.0,G#,Major,6eUKZXaKkcviH0Ku9w2n3V,,,1,1,Perfect,Ed Sheeran,,
0u8rZGtXJrLtiSe34FPjGG,2023,373,19,173627354,4,72,5,0,5,120.0,62.0,32.0,76.0,0.0,0.0,39.0,4.0,G,Major,1oSPZhvZMIrWW5I41kPkkY,,,3,24,Like Crazy (English Version),Jimin,,
0vjeOZ3Ft5jvAi9SBFJm1j,2022,2959,16,401036314,41,69,38,0,36,117.0,72.0,45.0,59.0,14.0,0.0,20.0,21.0,F,Minor,0iEtIxbK0KxaSlF7G42ZOp,1RyvyyTE3xzB2ZywiAwp0i,7bXgB6jMjp9ATFy66eO08Z,12,2,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,Future,Chris Brown
0wF2zKJmgzjPTfircPJ2jg,1983,22439,19,1593270737,211,74,929,0,129,117.0,82.0,73.0,45.0,54.0,0.0,7.0,3.0,C#,Major,5NGO30tJxFlKixkPSgXcFE,,,1,6,Every Breath You Take - Remastered 2003,The Police,,
