track_id,released_year,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,key,mode,artist_id1,artist_id2,artist_id3,released_month,released_day,song_name,artist_name1,artist_name2,artist_name3
7AVyve7cFYTd51ha5i9kE2,2021,3541,2,252871192,57,13,50,1,7,172.0,31.0,4.0,86.0,1.0,0.0,28.0,17.0,B,Minor,20cmhoGvN0eyzhmsHJH1Mg,5mxB08ktCukEhGMg2YZeEv,,11,19,Down Under (feat. Colin Hay),Luude,Colin Hay,
7AwVSKaQxpidrtYBerkHKk,2022,1112,4,191873381,22,2,65,1,3,135.0,77.0,74.0,74.0,47.0,0.0,34.0,8.0,G#,Major,2CKOmarVWvWqkNWUatHCex,7ySZCEP4HFGckYYPK5rqFI,0vdcZzmneH0nK9CYFHQBjk,5,20,Pipoco,Ana Castela,Melody,Dj Chris No Beat
7BKLCZ1jbUBVqRi2FVlTVw,2016,28032,0,2591224264,315,159,"2,179",0,44,95.0,75.0,64.0,52.0,41.0,0.0,11.0,3.0,G#,Major,69GGBxA162lTqCwzJG5jLp,26VFTg2z8YR0cCuwLzESi2,,5,31,Closer,The Chainsmokers,Halsey,
7BqBn9nzAq8spo5e7cZ0dJ,2010,21106,13,1641426668,82,0,"2,946",0,0,109.0,63.0,46.0,85.0,1.0,0.0,9.0,5.0,F,Major,0du5cEVh5yTK9QJze8zA0C,,,1,1,Just the Way You Are,Bruno Mars,,
7CAdT0HdiQNlt1C7xk2hep,2022,590,5,246376690,4,113,20,0,1,130.0,51.0,50.0,76.0,30.0,0.0,10.0,7.0,D,Minor,6HaGTQPmzraVmaVxvz6EUc,,,2,11,Stay Alive (Prod. SUGA of BTS),Jung Kook,,
7D0RhFcb3CrfPuTJ0obrod,2000,10826,4,624101957,24,0,805,0,0,103.0,37.0,17.0,27.0,75.0,5.0,10.0,3.0,C#,Major,4gzpq5DPGxSnKTe4SA8HAU,,,7,10,Sparks,Coldplay,,
7DSAEUvxU8FajXtRloy8M0,2023,12211,115,1316855716,300,215,745,58,"1,021",118.0,71.0,65.0,68.0,6.0,0.0,3.0,7.0,,Major,5YGY8feqx7naU7z4HrwZM6,,,1,12,Flowers,Miley Cyrus,,
7DcRk8OjDMhqg3ACaTq5Gv,2022,3328,13,322336177,39,50,57,3,1,93.0,63.0,34.0,86.0,26.0,0.0,21.0,39.0,B,Minor,790FomKkXshlbRYZFtlgla,4IndUOBCZYZg61557iq2A9,,8,25,GATÚBELA,KAROL G,Maldy,
7EAMXbLcL0qXmciM5SwMh2,2019,1640,0,244658767,27,27,29,1,1,150.0,90.0,64.0,14.0,67.0,35.0,11.0,10.0,G#,Minor,3Sz7ZnJQBIHsXLUSo0OQtM,,,5,10,Heart To Heart,Mac DeMarco,,
7EkWXAI1wn8Ii883ecd9xr,2015,3006,3,824420218,23,21,121,0,13,180.0,35.0,41.0,94.0,0.0,63.0,5.0,5.0,A,Major,1gl0S9pS0Zw0qfa14rDD3D,,,5,10,Freaks,Surf Curse,,
7EpOXgSRgnglRWr86pZfGU,2023,525,41,16011326,34,115,39,6,216,128.0,86.0,42.0,72.0,59.0,0.0,9.0,19.0,,Minor,790FomKkXshlbRYZFtlgla,,,7,14,S91,KAROL G,,
7FbrGaHYVDmfr7KoLIZnQ7,2023,2942,77,496795686,91,212,78,6,320,120.0,77.5,85.0,62.5,54.0,0.0,36.0,3.0,D,Major,4GJ6xDCF5jaUqD6avOuQT6,,,2,24,Cupid - Twin Ver.,FIFTY FIFTY,,
7FlQk2gJ6TBrHHiidvdR2O,2022,6809,28,716591492,151,102,175,5,29,94.0,84.0,90.0,70.0,9.0,0.0,14.0,8.0,E,Minor,4obzFoKoKRHIphyHzJ35G3,790FomKkXshlbRYZFtlgla,,2,10,MAMIII,Becky G,KAROL G,
7FmYn9e7KHMXcxqGSj9LjH,2022,1936,0,218320587,7,5,13,0,0,126.0,66.0,12.0,35.0,55.0,0.0,9.0,14.0,E,Major,06HL4z0CvFAxyc27GXpf02,,,10,21,Mastermind,Taylor Swift,,
7G0gBu6nLdhFDPRLc0HdDG,2023,99,15,36912123,21,52,6,1,0,121.0,65.0,49.0,78.0,0.0,0.0,17.0,4.0,G,Major,06HL4z0CvFAxyc27GXpf02,,,7,7,Mine (Taylor's Version),Taylor Swift,,
7GNRUsU3M4XNDDB9xle5Dz,2022,802,0,212109195,16,81,23,0,0,130.0,91.0,91.0,96.0,3.0,0.0,3.0,9.0,E,Major,2dd5mrQZvg6SmahdgVKDzh,0ebNdVaOfp6N0oZ1guIxM8,,4,29,That That (prod.&feat. SUGA of BTS),PSY,SUGA,
7GeTsDIc5ykNB6lORO6Cee,2022,1794,0,141720999,26,9,17,0,3,104.0,73.0,25.0,61.0,1.0,0.0,32.0,7.0,C#,Major,3TVXtAsR1Inumwj472S9r4,1URnnhqYAYcrqrcwql10ft,,11,4,Circo Loco,Drake,21 Savage,
7H0ya83CMmgFcOhw0UB6ow,2015,17852,4,789753877,69,76,335,0,,147.0,51.0,62.0,79.0,22.0,13.0,14.0,3.0,,Minor,56ZTgzPBDge0OvCGgMO3OY,,,1,1,Space Song,Beach House,,
7JJmb5XwzOO8jgpou264Ml,2016,12382,0,1714490998,229,57,"1,370",2,71,122.0,86.0,97.0,80.0,36.0,0.0,9.0,6.0,D,Major,7n2wHs1TKAczGzO7Dd2rGr,,,9,23,There's Nothing Holdin' Me Back,Shawn Mendes,,
7JwdbqIpiuWvGbRryKSuBz,2010,492,36,540654286,4,3,19,0,0,95.0,84.0,52.0,77.0,12.0,0.0,7.0,4.0,F#,Minor,2jSGzJw0ebJLu7OLVSOcBP,,,7,20,Es un Secreto,Plan B,,
7KA4W4McWYRpgf0fWsJZWB,2017,13387,64,1047101291,77,58,247,1,311,79.0,56.0,58.0,56.0,37.0,0.0,11.0,10.0,F#,Major,4V8LLVI7PbaPR0K2TGSxFF,1U1el3k54VvEUzo3ybLPlM,,7,21,See You Again (feat. Kali Uchis),"Tyler, The Creator",Kali Uchis,
7KXjTSCq5nL1LoYtL7XAwS,2017,33206,1,1929770265,284,114,"1,481",0,5,150.0,91.0,42.0,60.0,0.0,0.0,9.0,12.0,C#,Minor,2YZyLoL8N0Wb9xBt1NhZWg,,,3,30,HUMBLE.,Kendrick Lamar,,
7KokYm8cMIXCsGVmUvKtqf,2022,3818,23,404562836,37,55,32,0,272,90.0,64.0,10.0,62.0,7.0,0.0,48.0,7.0,G#,Major,06HL4z0CvFAxyc27GXpf02,,,10,21,Karma,Taylor Swift,,
7MVIfkyzuUmQ716j8U7yGR,2023,893,38,248088961,19,23,24,3,88,120.0,84.0,96.0,71.0,18.0,0.0,34.0,17.0,F,Minor,5szJHKg5xeUlQ9pTqzdpic,19HM5j0ULGSmEoRcrSe5x3,,2,8,Rara Vez,Taiu,Milo j,
7MXVkk9YMctZqd1Srtv4MB,2016,29536,79,2565529693,281,137,"2,445",1,140,186.0,68.0,49.0,59.0,16.0,0.0,13.0,28.0,G,Major,1Xyo4u8uXC1ZmMpatF05PJ,4tZwfgrHOc3mvqYlEYSvVi,,9,21,Starboy,The Weeknd,Daft Punk,
7MlDNspYwfqnHxORufupwq,2016,3006,16,480507035,47,60,87,12,124,144.0,57.0,47.0,84.0,1.0,1.0,52.0,4.0,E,Minor,7I3bkknknQkIiatWiupQgD,,,11,4,"Sex, Drugs, Etc.",Beach Weather,,
7aRCf5cLOFN1U7kvtChY1G,2023,2066,6,175097833,58,70,43,0,182,142.0,82.0,54.0,44.0,6.0,0.0,33.0,7.0,A#,Minor,3TVXtAsR1Inumwj472S9r4,,,4,7,Search & Rescue,Drake,,
7afaZ37wJJL6880z1NRgJS,2022,315,2,139193812,27,2,31,0,0,119.0,87.0,28.0,50.0,12.0,0.0,10.0,10.0,C#,Minor,68YeXpLt3jB7JHQS5ZjMGo,,,3,30,Fim de Semana no Rio,Teto,,
7bFJ15MlHQTnq3FukyvkvA,1986,888,0,429504768,50,0,6,0,0,180.0,51.0,87.0,58.0,36.0,0.0,18.0,4.0,A,Major,5KEG7G8LDYlHgFDqZyEEs2,,,1,1,Driving Home for Christmas - 2019 Remaster,Chris Rea,,
7bOLtZfQrlloAeqlMtAiaJ,2022,3711,0,339659802,49,88,62,0,,93.0,65.0,82.0,74.0,27.0,0.0,32.0,5.0,,Minor,1Xyo4u8uXC1ZmMpatF05PJ,,,1,7,Out of Time,The Weeknd,,
7bPp2NmpmyhLJ7zWazAXMu,2023,266,34,52294266,20,185,13,8,197,168.0,56.0,63.0,87.0,39.0,0.0,11.0,5.0,F#,Major,12GqGscKJx3aE4t07u7eVZ,6XkjpgcEsYab502Vr1bBeW,,6,28,TULUM,Peso Pluma,Grupo Frontera,
7dR09k1an5JEq7ch0Y5hvV,2023,320,6,116334601,5,48,2,1,9,142.0,70.0,76.0,79.0,26.0,0.0,11.0,7.0,G,Minor,2rmkQLzj0k4nZdQehOUByO,0ys2OFYzWYB5hRDLCsBqxt,,3,14,Dijeron Que No La Iba Lograr,Chino Pacas,Fuerza Regida,
7ecbsiAQ6PNdiAq0hplVZo,2022,246,0,77337771,2,12,10,0,0,127.0,60.0,40.0,89.0,9.0,0.0,60.0,6.0,E,Minor,5t5FqBwTcgKTaWmfEbwQY9,,,1,10,Blessed-Cursed,ENHYPEN,,
7ef4DlsgrMEH11cDZd32M6,2017,27705,10,1897517891,537,122,"2,726",6,,124.0,79.0,59.0,86.0,4.0,0.0,8.0,11.0,A,Minor,7CajNmpbOovFoOoasH2HaY,6M2wZ9GZgrQXHCFfjv46we,,6,2,One Kiss (with Dua Lipa),Calvin Harris,Dua Lipa,
7fBv7CLKzipRk6EC6TWHOB,2015,25744,4,1947371785,122,94,"1,992",0,18,136.0,36.0,12.0,57.0,9.0,0.0,14.0,8.0,,Minor,1Xyo4u8uXC1ZmMpatF05PJ,,,5,27,The Hills,The Weeknd,,
7fYRg3CEbk6rNCuzNzMT06,2022,3983,0,190625045,73,45,119,0,0,100.0,82.0,76.0,70.0,16.0,0.0,8.0,5.0,B,Minor,7CajNmpbOovFoOoasH2HaY,6M2wZ9GZgrQXHCFfjv46we,50co4Is1HCEo8bhOyUWKpn,5,27,Potion (with Dua Lipa & Young Thug),Calvin Harris,Dua Lipa,Young Thug
7fZBQnc0zXwVybgCIrQQil,2022,5115,13,383835984,109,38,301,1,33,122.0,85.0,42.0,80.0,6.0,0.0,17.0,14.0,C#,Major,5rGrDvrLOV2VV8SCFVGWlj,0Upxnyh9nIUNSOmNE8WF4R,,2,18,Belly Dancer,Imanbek,BYOR,
7fx15s33YuO2hjM1NNLPXx,1996,1370,0,106933107,46,8,60,0,0,88.0,89.0,59.0,64.0,5.0,0.0,19.0,7.0,G,Major,1vyhD5VmyZ7KMfW5gqLgo5,6eUKZXaKkcviH0Ku9w2n3V,,11,24,Sigue,J Balvin,Ed Sheeran,
7gRFDGEzF9UkBV233yv2dc,2022,1524,17,482175240,53,120,62,0,2,110.0,82.0,67.0,69.0,0.0,0.0,18.0,4.0,,Major,41MozSoPIsD1dJM0CLPjZF,,,9,16,Shut Down,BLACKPINK,,
7gwT3HGL84vF7bgtwL1N88,2022,795,11,263280370,26,18,15,1,4,120.0,81.0,72.0,65.0,4.0,0.0,14.0,4.0,G#,Minor,3SCOuAxngTC1yGjKMcIPEd,,,2,6,Ojos Marrones,Lasso,,
7iXF2W9vKmDoGAhlHdpyIa,1999,19067,0,675039469,78,15,"1,674",0,3,134.0,93.0,61.0,74.0,9.0,0.0,17.0,8.0,G#,Major,6DPYiyq5kWVQS4RGwxzPC7,7dGJo4pcD2V6oG8kP0tJRR,,1,1,Forgot About Dre,Dr. Dre,Eminem,
7l2nxyx7IkBX5orhkALg0V,2022,1007,0,112436403,6,5,3,0,0,144.0,93.0,62.0,61.0,0.0,0.0,12.0,20.0,F,Major,3TVXtAsR1Inumwj472S9r4,1URnnhqYAYcrqrcwql10ft,,11,4,Privileged Rappers,Drake,21 Savage,
7l9IqDtVWJurTvkQHq1BGh,2022,2711,0,343197054,105,12,51,0,12,160.0,61.0,65.0,64.0,1.0,0.0,12.0,4.0,D,Minor,45dkTj5sMRSjrmBSBeiHym,,,2,4,she's all i wanna be,Tate McRae,,
7lQ8MOhq6IN2w8EYcFNSUk,2002,21081,43,1687664027,98,76,"3,889",5,0,112.0,92.0,67.0,66.0,0.0,0.0,36.0,9.0,G,Major,7dGJo4pcD2V6oG8kP0tJRR,,,1,1,Without Me,Eminem,,
7lcI4X8RZxK4zIknJcwpBq,2022,847,0,64714573,25,0,14,0,0,140.0,89.0,75.0,70.0,6.0,0.0,13.0,5.0,B,Major,0hCNtLu0JehylgoiP8L4Gh,5f7VJjfbwm532GiveGC0ZK,,2,11,Bussin,Nicki Minaj,Lil Baby,
7lvDsmTRXFE3dK4OjvRiWB,2022,349,6,284249832,10,22,3,0,0,92.0,71.0,67.0,60.0,7.0,0.0,6.0,4.0,B,Minor,3bWIy9AUrQdiNeS62Bp3OP,3NegWDGp038A3FIi3gSYzl,,2,6,Pasoori,Shae Gill,Ali Sethi,
7mFj0LlWtEJaEigguaWqYh,2022,3501,0,299634472,69,2,51,11,0,124.0,81.0,68.0,63.0,17.0,0.0,10.0,22.0,G,Major,181bsRPaVXVlUKXrxwZfHK,6M2wZ9GZgrQXHCFfjv46we,,3,11,Sweetest Pie,Megan Thee Stallion,Dua Lipa,
7mXuWTczZNxG5EDcjFEuJR,2023,332,26,86444842,11,163,10,4,0,140.0,65.0,87.0,74.0,22.0,0.0,42.0,4.0,F,Minor,12GqGscKJx3aE4t07u7eVZ,6Sbl0NT50roqWvy746MfVf,7Gi6gjaWy3DxyilpF1a8Is,6,22,LADY GAGA,Peso Pluma,Gabito Ballesteros,Junior H
7mpdNiaQvygj2rHoxkzMfa,2023,349,69,76767396,8,96,5,0,56,105.0,80.0,69.0,78.0,28.0,0.0,11.0,14.0,C#,Major,5t5FqBwTcgKTaWmfEbwQY9,,,5,22,Bite Me,ENHYPEN,,
7mykoq6R3BArsSpNDjFQTm,2020,668,1,140430339,0,0,31,0,,125.0,49.0,13.0,74.0,0.0,0.0,9.0,4.0,D#,Minor,1X0HaTcdkHW7LviblBiEeq,5JNkPX6dYGLeEm4cUjHNGc,,12,18,I Really Want to Stay at Your House,Rosa Walton,Hallie Coggins,
7n2FZQsaLb7ZRfRPfEeIvr,2021,521,1,247737946,17,89,11,0,0,120.0,83.0,59.0,73.0,6.0,0.0,5.0,11.0,A,Major,6RHTUrRF63xao58xh9FXYJ,,,12,1,ELEVEN,IVE,,
7nHHmCO7w4HqMIb9qvEnOV,2017,2209,0,135723538,72,90,141,0,0,114.0,59.0,60.0,94.0,24.0,0.0,10.0,4.0,,Major,6eUKZXaKkcviH0Ku9w2n3V,3PhoLpVuITZKcymswpck5b,,11,10,Merry Christmas,Ed Sheeran,Elton John,
7oDd86yk8itslrA9HRP2ki,2023,3408,47,518745108,87,86,74,1,16,67.0,53.0,50.0,53.0,23.0,0.0,44.0,7.0,C#,Minor,1Xyo4u8uXC1ZmMpatF05PJ,66CXWjxzNUsdJxJ2JdwvnR,,2,24,Die For You - Remix,The Weeknd,Ariana Grande,
7phmBo7bB9I9YifAXqnlqV,2023,430,0,83021468,15,17,0,0,0,144.0,68.0,83.0,81.0,9.0,0.0,8.0,4.0,D,Major,4oUHIQIBe0LHzYfvXNW4QM,,,1,31,I Wrote The Book,Morgan Wallen,,
7qEHsqek33rTcFNT9PFqLf,2018,17836,53,2887241814,440,125,"1,800",0,,110.0,50.0,45.0,41.0,75.0,0.0,11.0,3.0,C#,Major,4GNC7GD6oZMSxPGyXy4MNB,,,11,8,Someone You Loved,Lewis Capaldi,,
7qiZfU4dY1lWllzX7mPBI3,2017,32181,10,3562543890,33,0,"6,808",7,0,96.0,83.0,93.0,65.0,58.0,0.0,9.0,8.0,C#,Minor,6eUKZXaKkcviH0Ku9w2n3V,,,1,6,Shape of You,Ed Sheeran,,
7ro0hRteUMfnOioTFI5TG1,2023,3133,50,303236322,84,133,87,15,425,144.0,65.0,23.0,80.0,14.0,63.0,11.0,6.0,A,Minor,4q3ewBCX7sLwd24euuV69X,,,5,18,WHERE SHE GOES,Bad Bunny,,
7sJNeWTXkZCEC7OnFMpGWL,2022,869,7,146223492,14,12,12,2,28,138.0,80.0,82.0,81.0,14.0,0.0,13.0,36.0,A#,Major,3CJKkU0XuElRT1z8rEtIYg,2PJEagPIxaBugeMjIyKVXF,6veh5zbFpm31XsPdjBgPER,9,22,Bamba (feat. Aitch & BIA),Luciano,Aitch,BIA
7sliFe6W30tPBPh6dvZsIH,2023,1197,13,113509496,44,34,25,1,171,155.0,82.0,51.0,39.0,2.0,0.0,9.0,49.0,C#,Major,1YRqgFNXqRyMDRr8ClS1NL,,,3,17,Area Codes,Kaliii,,
7snQQk1zcKl8gZ92AnueZW,1987,41231,1,1553497987,228,151,"6,720",3,99,125.0,45.0,67.0,90.0,9.0,11.0,10.0,5.0,F#,Major,3qm84nBOXUEQ2vnTfUTTFC,,,1,1,Sweet Child O' Mine,Guns N' Roses,,
7tFiyTwD0nx5a1eklYtX2J,1975,40112,3,2197010679,321,162,"5,691",8,17,71.0,41.0,23.0,40.0,27.0,0.0,30.0,5.0,,Minor,1dfeR4HaWDbWqFHLkxsg1d,,,10,31,Bohemian Rhapsody - Remastered 2011,Queen,,
7uKeZ8njxD87RBiHpG8l6U,2023,1235,9,117206995,20,8,15,0,6,87.0,65.0,71.0,56.0,4.0,0.0,15.0,20.0,F,Minor,2LRoIwlKmHjgvigdNGBHNo,,,3,17,REMIX EXCLUSIVO,Feid,,
7uoFMmxln0GPXQ0AcCBXRq,2017,5140,0,690104769,85,110,500,0,,105.0,72.0,33.0,51.0,48.0,0.0,9.0,3.0,C#,Major,5WUlDfRSoLAfcVSX1WnrxN,,,1,1,Snowman,Sia,,
7usVpqOadg7Moxgbq6QiMO,1957,4326,0,178660459,32,3,65,0,0,175.0,51.0,94.0,34.0,73.0,0.0,10.0,5.0,G#,Major,1Mxqyy3pSjf8kZZL4QVxS0,,,1,1,Jingle Bells - Remastered 1999,Frank Sinatra,,
7v3rmoy5jcn4h5UqwQyCM3,2013,4310,0,240769997,13,0,113,1,3,115.0,60.0,37.0,71.0,8.0,0.0,48.0,4.0,C#,Major,67lytN32YpUxiSeWlKfHJ3,,,8,16,Ginseng Strip 2002,Yung Lean,,
7vQbuQcyTflfCIOu3Uzzya,1957,10326,0,741301563,165,99,104,0,,119.0,74.0,78.0,37.0,84.0,0.0,6.0,3.0,D,Major,38EmEgXkgK51MT2tPY0EoC,,,1,1,Jingle Bell Rock,Bobby Helms,,
7x9aauaA9cu6tyfpHnqDLo,2023,553,147,141381703,43,263,45,10,826,125.0,80.0,89.0,83.0,31.0,0.0,8.0,4.0,B,Major,6HaGTQPmzraVmaVxvz6EUc,3MdXrJWsbVzdn6fe5JYkSQ,,7,14,Seven (feat. Latto) (Explicit Ver.),Jung Kook,Latto,
